id,door buster,in stock,is online,launch date,has image,status code,status
591,0,0,0,12/11/2015,1,1,Not Started
592,0,0,0,12/13/2015,0,1,Not Started
593,0,1,1,12/4/2015,1,3,Active
594,1,0,1,11/7/2015,1,1,Not Started
595,1,0,0,10/31/2015,1,1,Not Started
596,1,0,1,12/3/2015,0,1,Not Started
597,1,1,1,10/6/2015,1,1,Not Started
598,1,1,0,10/24/2015,0,3,Active
599,0,1,1,11/2/2015,0,3,Active
600,1,0,0,10/16/2015,0,1,Not Started
601,1,1,0,11/6/2015,1,3,Active
602,1,1,0,12/9/2015,1,2,In Porgress
603,0,0,0,11/9/2015,0,2,In Porgress
604,1,1,1,11/3/2015,0,3,Active
605,1,1,1,10/10/2015,0,3,Active
606,0,0,0,12/23/2015,0,2,In Porgress
607,0,1,0,11/25/2015,0,1,Not Started
608,0,0,1,11/11/2015,1,1,Not Started
609,0,0,0,10/4/2015,0,2,In Porgress
610,0,0,1,11/23/2015,0,1,Not Started
611,1,1,0,10/8/2015,1,2,In Porgress
612,0,1,1,10/17/2015,1,2,In Porgress
613,1,1,0,12/30/2015,1,2,In Porgress
614,1,1,1,10/2/2015,1,1,Not Started
615,1,0,1,12/28/2015,0,1,Not Started
616,1,1,1,10/1/2015,1,1,Not Started
617,1,0,0,12/2/2015,1,3,Active
618,1,0,0,12/26/2015,1,1,Not Started
619,0,0,1,11/16/2015,1,1,Not Started
620,0,1,0,12/30/2015,1,3,Active
621,0,1,1,12/8/2015,0,3,Active
622,0,0,1,11/2/2015,0,1,Not Started
623,1,0,0,10/21/2015,1,3,Active
624,0,0,1,12/7/2015,0,2,In Porgress
625,0,0,0,10/6/2015,0,3,Active
626,1,1,0,11/23/2015,1,3,Active
627,0,0,1,10/28/2015,0,2,In Porgress
628,0,0,0,10/22/2015,0,3,Active
629,0,1,0,11/13/2015,0,1,Not Started
630,0,1,1,10/17/2015,1,2,In Porgress
631,0,0,1,12/2/2015,0,2,In Porgress
632,1,1,1,11/30/2015,1,2,In Porgress
633,0,0,1,10/30/2015,1,1,Not Started
634,0,0,1,12/15/2015,1,1,Not Started
635,0,1,1,11/27/2015,1,3,Active
636,1,1,0,10/9/2015,0,1,Not Started
637,0,0,1,11/20/2015,1,3,Active
638,0,1,1,10/4/2015,1,1,Not Started
639,1,0,0,10/22/2015,1,3,Active
640,1,0,0,11/5/2015,1,3,Active
641,0,1,0,11/28/2015,0,3,Active
642,1,0,1,11/16/2015,0,2,In Porgress
643,1,0,0,10/29/2015,1,2,In Porgress
644,1,1,1,12/27/2015,0,1,Not Started
645,1,0,1,12/18/2015,1,3,Active
646,1,0,0,12/19/2015,1,1,Not Started
647,0,1,0,12/26/2015,0,2,In Porgress
648,1,1,1,10/23/2015,0,1,Not Started
649,1,1,0,12/12/2015,0,2,In Porgress
650,1,1,1,11/28/2015,1,3,Active
651,1,1,0,11/15/2015,0,1,Not Started
652,1,0,1,10/22/2015,0,2,In Porgress
653,0,0,0,11/22/2015,1,1,Not Started
654,1,1,1,11/29/2015,0,1,Not Started
655,1,0,0,12/15/2015,1,2,In Porgress
656,0,0,1,12/16/2015,1,2,In Porgress
657,0,0,1,12/10/2015,0,2,In Porgress
658,1,0,1,10/14/2015,1,3,Active
659,0,0,0,12/24/2015,0,3,Active
660,0,1,1,12/8/2015,1,1,Not Started
661,0,1,0,10/7/2015,0,1,Not Started
662,1,0,0,11/18/2015,0,3,Active
663,1,0,0,10/2/2015,1,1,Not Started
664,1,1,0,11/30/2015,1,3,Active
665,1,1,1,12/15/2015,0,1,Not Started
666,0,0,0,10/7/2015,0,3,Active
667,1,0,0,11/11/2015,1,1,Not Started
668,1,0,1,11/16/2015,0,3,Active
669,1,0,1,11/14/2015,1,1,Not Started
670,0,1,1,10/17/2015,1,2,In Porgress
671,0,0,1,12/15/2015,0,2,In Porgress
672,0,0,1,10/24/2015,0,2,In Porgress
673,1,1,1,10/16/2015,1,1,Not Started
674,0,0,0,10/11/2015,1,1,Not Started
675,1,0,1,11/5/2015,1,1,Not Started
676,1,1,1,12/27/2015,0,2,In Porgress
677,1,1,1,11/22/2015,0,3,Active
678,1,0,1,12/31/2015,0,2,In Porgress
679,1,1,1,12/8/2015,0,3,Active
680,1,0,0,12/5/2015,1,2,In Porgress
681,0,1,0,12/5/2015,0,3,Active
682,0,0,1,10/18/2015,0,1,Not Started
683,1,1,0,12/27/2015,1,1,Not Started
684,1,1,0,10/26/2015,1,2,In Porgress
685,0,0,0,12/21/2015,0,3,Active
686,1,0,0,12/13/2015,0,2,In Porgress
687,1,1,0,11/26/2015,0,2,In Porgress
688,0,1,0,11/7/2015,0,3,Active
689,0,1,1,10/7/2015,1,1,Not Started
690,0,0,1,10/30/2015,1,2,In Porgress
691,0,1,0,10/1/2015,0,3,Active
692,0,0,0,12/10/2015,0,1,Not Started
693,0,0,0,12/6/2015,0,3,Active
694,1,0,1,12/5/2015,1,2,In Porgress
695,1,1,1,10/27/2015,0,3,Active
696,1,0,0,11/2/2015,0,2,In Porgress
697,1,0,0,12/10/2015,0,2,In Porgress
698,0,0,0,10/30/2015,1,1,Not Started
699,1,1,0,11/3/2015,0,3,Active
700,0,1,0,11/10/2015,1,2,In Porgress
701,1,1,0,10/11/2015,0,2,In Porgress
702,1,1,1,12/20/2015,1,3,Active
703,0,0,1,10/27/2015,1,1,Not Started
704,0,1,0,11/22/2015,0,1,Not Started
705,0,0,0,11/9/2015,0,3,Active
706,1,0,0,11/27/2015,0,3,Active
707,1,1,0,10/20/2015,0,1,Not Started
708,1,0,0,10/26/2015,1,1,Not Started
709,1,1,1,11/23/2015,1,3,Active
710,1,1,1,12/16/2015,1,1,Not Started
711,1,0,1,11/12/2015,1,2,In Porgress
712,1,1,1,11/26/2015,1,1,Not Started
713,1,0,1,10/28/2015,1,2,In Porgress
714,0,1,1,11/10/2015,1,3,Active
715,1,0,1,11/30/2015,0,2,In Porgress
716,1,1,1,10/29/2015,0,3,Active
717,1,0,1,12/29/2015,1,1,Not Started
718,1,1,1,10/17/2015,1,1,Not Started
719,1,1,1,12/23/2015,1,1,Not Started
720,1,1,1,12/30/2015,1,2,In Porgress
721,1,1,0,12/26/2015,0,1,Not Started
722,0,1,0,10/8/2015,1,3,Active
723,1,0,1,12/2/2015,0,3,Active
724,1,0,0,12/28/2015,0,3,Active
725,1,1,1,10/28/2015,0,2,In Porgress
726,1,0,1,10/1/2015,1,3,Active
727,1,1,0,11/14/2015,0,1,Not Started
728,0,1,1,11/2/2015,0,3,Active
729,0,1,0,12/19/2015,0,1,Not Started
730,0,1,0,10/7/2015,1,1,Not Started
731,0,0,0,10/30/2015,0,2,In Porgress
732,0,1,1,10/14/2015,1,3,Active
733,0,1,0,10/25/2015,1,3,Active
734,0,0,1,12/2/2015,1,1,Not Started
735,1,1,0,11/23/2015,1,1,Not Started
736,1,1,1,10/12/2015,1,1,Not Started
737,0,1,1,11/21/2015,1,3,Active
738,1,0,1,10/26/2015,1,2,In Porgress
739,0,0,0,11/20/2015,1,1,Not Started
740,1,0,1,10/30/2015,0,3,Active
741,0,1,0,10/3/2015,0,2,In Porgress
742,0,1,1,12/28/2015,1,3,Active
743,1,1,1,11/28/2015,1,1,Not Started
744,0,1,1,11/29/2015,1,2,In Porgress
745,0,0,0,11/9/2015,1,3,Active
746,1,1,0,12/25/2015,0,1,Not Started
747,0,0,1,12/17/2015,1,1,Not Started
748,1,0,1,10/4/2015,0,3,Active
749,0,1,0,11/21/2015,0,2,In Porgress
750,0,0,0,12/3/2015,1,2,In Porgress
751,1,1,0,12/7/2015,0,2,In Porgress
752,0,0,1,12/16/2015,1,1,Not Started
753,0,1,1,10/28/2015,1,1,Not Started
754,1,1,1,11/20/2015,1,3,Active
755,1,1,0,12/5/2015,0,2,In Porgress
756,1,0,1,12/2/2015,1,3,Active
757,1,0,0,12/17/2015,0,1,Not Started
758,1,0,1,11/24/2015,1,1,Not Started
759,0,0,1,11/23/2015,1,1,Not Started
760,0,1,1,12/17/2015,1,2,In Porgress
761,1,1,1,11/20/2015,1,3,Active
762,0,1,1,12/27/2015,0,3,Active
763,1,1,1,10/11/2015,0,3,Active
764,1,1,0,11/4/2015,1,1,Not Started
765,0,1,0,11/2/2015,1,3,Active
766,1,1,1,10/10/2015,1,2,In Porgress
767,1,0,1,10/23/2015,0,3,Active
768,0,0,0,10/2/2015,1,3,Active
769,1,1,1,12/6/2015,0,3,Active
770,1,0,0,10/21/2015,0,3,Active
771,0,0,0,10/17/2015,1,2,In Porgress
772,1,1,1,12/18/2015,0,1,Not Started
773,0,0,1,12/3/2015,0,3,Active
774,0,0,1,10/29/2015,0,1,Not Started
775,1,0,0,12/17/2015,1,3,Active
776,0,1,0,10/22/2015,1,2,In Porgress
777,0,0,1,12/15/2015,1,2,In Porgress
778,1,0,0,12/19/2015,1,1,Not Started
779,1,1,0,11/30/2015,1,3,Active
780,1,1,0,12/9/2015,0,3,Active
781,0,0,0,11/21/2015,1,1,Not Started
782,0,0,1,10/17/2015,0,3,Active
783,1,1,0,11/27/2015,0,2,In Porgress
784,1,1,1,12/14/2015,0,2,In Porgress
785,1,1,0,10/23/2015,0,1,Not Started
786,0,0,1,11/10/2015,1,1,Not Started
787,0,1,1,12/23/2015,0,1,Not Started
788,0,0,0,10/30/2015,0,3,Active
789,0,1,1,10/27/2015,1,1,Not Started
790,0,1,0,12/11/2015,1,1,Not Started
791,1,0,0,11/25/2015,0,1,Not Started
792,1,1,1,10/27/2015,0,2,In Porgress
793,0,0,0,11/1/2015,0,2,In Porgress
794,1,0,0,11/8/2015,0,1,Not Started
795,1,1,0,12/20/2015,0,3,Active
796,1,0,0,11/8/2015,0,1,Not Started
797,1,0,1,10/24/2015,1,2,In Porgress
798,0,1,1,12/16/2015,1,1,Not Started
799,0,0,0,12/22/2015,1,3,Active
800,0,1,1,10/24/2015,0,1,Not Started
801,1,1,0,12/14/2015,1,3,Active
802,1,1,0,10/24/2015,0,3,Active
803,0,1,0,11/19/2015,1,1,Not Started
804,0,1,0,12/21/2015,1,2,In Porgress
805,1,0,0,11/17/2015,0,3,Active
806,1,1,0,12/1/2015,0,3,Active
807,1,1,1,11/29/2015,0,1,Not Started
808,1,0,1,12/17/2015,1,2,In Porgress
809,0,0,1,12/8/2015,1,2,In Porgress
810,0,1,1,12/13/2015,1,1,Not Started
811,1,0,0,10/11/2015,0,3,Active
812,1,1,0,12/11/2015,1,1,Not Started
813,0,0,0,12/8/2015,1,2,In Porgress
814,1,0,1,11/1/2015,1,3,Active
815,0,0,1,12/11/2015,0,2,In Porgress
816,1,0,1,12/13/2015,0,2,In Porgress
817,1,1,1,10/18/2015,0,1,Not Started
818,1,1,1,11/14/2015,1,2,In Porgress
819,0,1,0,11/9/2015,1,3,Active
820,1,1,0,12/28/2015,1,1,Not Started
821,1,0,0,12/8/2015,1,3,Active
822,1,0,1,12/10/2015,1,3,Active
823,0,1,0,10/15/2015,0,3,Active
824,1,0,1,12/5/2015,0,1,Not Started
825,1,1,1,11/1/2015,0,2,In Porgress
826,0,0,1,10/4/2015,1,2,In Porgress
827,0,0,1,12/25/2015,0,2,In Porgress
828,1,0,1,11/14/2015,1,1,Not Started
829,0,1,1,11/23/2015,1,2,In Porgress
830,0,0,1,11/20/2015,1,2,In Porgress
831,0,1,1,11/15/2015,1,1,Not Started
832,1,1,0,12/13/2015,1,1,Not Started
833,0,0,0,11/2/2015,1,1,Not Started
834,1,0,0,11/20/2015,0,1,Not Started
835,0,0,1,10/3/2015,1,3,Active
836,1,1,0,12/3/2015,1,3,Active
837,0,1,1,10/12/2015,1,3,Active
838,0,0,0,10/1/2015,1,3,Active
839,1,1,1,12/7/2015,0,2,In Porgress
840,0,0,1,11/9/2015,1,3,Active
841,1,1,0,11/28/2015,1,1,Not Started
842,0,1,0,11/10/2015,1,3,Active
843,0,1,1,11/11/2015,1,1,Not Started
844,0,1,0,10/26/2015,1,2,In Porgress
845,0,0,0,11/30/2015,1,2,In Porgress
846,0,0,1,12/15/2015,0,3,Active
847,0,1,0,10/11/2015,1,3,Active
848,1,0,0,11/24/2015,1,2,In Porgress
849,0,0,1,10/18/2015,0,1,Not Started
850,0,0,1,12/15/2015,0,1,Not Started
851,0,0,1,12/20/2015,0,2,In Porgress
852,1,1,1,12/19/2015,1,1,Not Started
853,1,0,1,10/31/2015,0,2,In Porgress
854,0,1,0,10/17/2015,0,2,In Porgress
855,1,1,0,10/8/2015,1,2,In Porgress
856,1,1,0,10/27/2015,0,1,Not Started
857,0,0,1,10/11/2015,1,1,Not Started
858,1,1,1,12/14/2015,0,1,Not Started
859,1,0,1,11/4/2015,0,1,Not Started
860,1,1,0,12/4/2015,1,1,Not Started
861,0,1,0,12/26/2015,0,2,In Porgress
862,1,1,0,12/8/2015,1,1,Not Started
863,1,0,0,10/21/2015,1,2,In Porgress
864,1,1,0,12/7/2015,1,3,Active
865,1,1,0,11/13/2015,0,1,Not Started
866,0,0,0,11/1/2015,0,2,In Porgress
867,0,0,1,11/29/2015,1,2,In Porgress
868,1,0,0,12/10/2015,1,1,Not Started
869,0,1,1,10/23/2015,0,1,Not Started
870,0,1,0,11/18/2015,1,3,Active
871,1,1,0,11/26/2015,1,3,Active
872,1,1,0,12/28/2015,1,1,Not Started
873,0,1,0,11/24/2015,1,3,Active
874,1,1,0,10/29/2015,1,1,Not Started
875,1,0,0,12/28/2015,1,3,Active
876,1,0,0,12/10/2015,1,2,In Porgress
877,0,1,1,10/1/2015,0,2,In Porgress
878,0,1,0,10/22/2015,1,1,Not Started
879,0,1,0,10/30/2015,0,1,Not Started
880,0,1,0,12/12/2015,1,1,Not Started
881,1,1,1,12/8/2015,0,3,Active
882,0,1,0,11/18/2015,1,3,Active
883,0,1,0,10/6/2015,1,1,Not Started
884,1,0,0,12/3/2015,0,1,Not Started
885,1,0,1,12/12/2015,0,2,In Porgress
886,1,0,0,11/24/2015,1,1,Not Started
887,0,1,1,10/27/2015,1,2,In Porgress
888,1,0,0,11/12/2015,1,3,Active
889,1,0,0,11/19/2015,1,1,Not Started
890,1,1,1,10/4/2015,0,1,Not Started
891,0,0,1,11/24/2015,1,2,In Porgress
892,0,0,0,11/26/2015,1,2,In Porgress
893,1,1,1,11/1/2015,0,3,Active
894,0,0,1,11/5/2015,0,2,In Porgress
895,0,1,1,10/17/2015,0,1,Not Started
896,1,0,0,11/7/2015,0,2,In Porgress
897,0,1,0,11/12/2015,0,2,In Porgress
898,0,0,0,11/25/2015,1,2,In Porgress
899,0,1,1,12/26/2015,0,3,Active
900,1,1,1,12/10/2015,1,1,Not Started
901,0,1,1,11/18/2015,0,3,Active
902,0,0,0,10/16/2015,0,3,Active
903,0,0,0,11/3/2015,1,3,Active
904,1,0,0,10/17/2015,1,1,Not Started
905,0,0,0,10/15/2015,1,2,In Porgress
906,0,0,0,11/25/2015,0,2,In Porgress
907,0,0,1,12/15/2015,1,3,Active
908,0,0,1,11/21/2015,1,1,Not Started
909,0,0,1,11/18/2015,1,3,Active
910,0,0,1,12/30/2015,1,1,Not Started
911,1,0,0,11/6/2015,1,1,Not Started
912,1,0,0,12/12/2015,1,2,In Porgress
913,0,0,1,11/19/2015,1,3,Active
914,0,1,1,12/19/2015,1,2,In Porgress
915,0,0,0,11/3/2015,1,2,In Porgress
916,0,0,0,11/3/2015,0,3,Active
917,1,1,1,12/10/2015,0,1,Not Started
918,0,1,1,12/4/2015,1,1,Not Started
919,0,0,1,12/7/2015,0,2,In Porgress
920,1,1,1,10/10/2015,1,1,Not Started
921,1,0,0,10/5/2015,0,2,In Porgress
922,0,0,0,12/27/2015,1,1,Not Started
923,0,0,0,10/8/2015,0,1,Not Started
924,0,0,1,12/13/2015,1,1,Not Started
925,0,1,0,10/8/2015,0,3,Active
926,1,0,1,10/16/2015,0,1,Not Started
927,0,1,0,12/30/2015,0,1,Not Started
928,1,0,0,10/13/2015,1,3,Active
929,1,1,0,11/21/2015,0,3,Active
930,0,0,1,12/18/2015,1,2,In Porgress
931,0,1,0,12/5/2015,0,3,Active
932,0,0,0,11/4/2015,1,2,In Porgress
933,0,0,1,12/14/2015,0,2,In Porgress
934,1,1,0,10/1/2015,1,2,In Porgress
935,1,0,0,11/16/2015,0,1,Not Started
936,0,0,0,11/29/2015,1,1,Not Started
937,1,0,0,11/9/2015,1,2,In Porgress
938,1,0,1,10/17/2015,1,1,Not Started
939,1,1,1,11/15/2015,0,2,In Porgress
940,0,1,1,10/8/2015,1,2,In Porgress
941,1,1,0,10/15/2015,1,3,Active
942,0,0,1,11/21/2015,0,1,Not Started
943,1,0,0,10/2/2015,0,2,In Porgress
944,0,1,1,12/19/2015,1,1,Not Started
945,1,0,0,10/10/2015,0,3,Active
946,1,1,1,11/24/2015,0,3,Active
947,0,1,1,10/30/2015,1,2,In Porgress
948,1,1,1,10/10/2015,0,3,Active
949,0,0,1,12/10/2015,0,1,Not Started
950,1,1,1,12/29/2015,1,2,In Porgress
951,1,0,1,10/28/2015,0,2,In Porgress
952,1,0,0,11/13/2015,1,1,Not Started
953,1,1,1,10/18/2015,0,2,In Porgress
954,0,1,0,12/1/2015,1,2,In Porgress
955,1,0,0,10/27/2015,0,1,Not Started
956,1,0,0,11/16/2015,0,3,Active
957,0,0,1,10/16/2015,1,2,In Porgress
958,0,1,0,11/17/2015,1,3,Active
959,1,0,0,12/29/2015,0,1,Not Started
960,1,0,1,10/27/2015,1,1,Not Started
961,0,0,1,10/18/2015,0,2,In Porgress
962,1,1,0,11/9/2015,0,2,In Porgress
963,0,1,1,12/4/2015,1,3,Active
964,1,1,1,11/28/2015,1,1,Not Started
965,1,1,0,12/28/2015,0,2,In Porgress
966,1,1,0,12/29/2015,1,1,Not Started
967,0,1,1,11/8/2015,0,3,Active
968,1,1,0,10/26/2015,1,3,Active
969,1,1,1,10/6/2015,1,3,Active
970,0,1,1,12/5/2015,0,3,Active
971,0,0,0,10/23/2015,0,3,Active
972,0,0,1,10/29/2015,1,3,Active
973,1,1,1,11/1/2015,1,1,Not Started
974,1,1,1,10/22/2015,1,2,In Porgress
975,0,1,1,11/1/2015,0,3,Active
976,1,1,1,11/5/2015,1,2,In Porgress
977,1,1,0,12/12/2015,0,3,Active
978,1,1,0,11/22/2015,1,3,Active
979,0,1,1,12/1/2015,0,1,Not Started
980,1,1,0,12/2/2015,1,2,In Porgress
981,1,1,0,11/26/2015,0,1,Not Started
982,0,1,1,11/24/2015,1,2,In Porgress
983,0,0,1,10/18/2015,0,1,Not Started
984,1,1,0,11/21/2015,0,3,Active
985,0,0,1,10/31/2015,0,2,In Porgress
986,1,0,0,10/16/2015,0,2,In Porgress
987,1,1,0,11/27/2015,0,1,Not Started
988,0,1,0,12/23/2015,1,3,Active
989,1,0,1,10/20/2015,0,3,Active
990,1,0,0,11/13/2015,1,2,In Porgress
991,0,1,0,12/26/2015,0,3,Active
992,0,1,1,12/26/2015,0,3,Active
993,1,0,1,12/28/2015,1,2,In Porgress
994,1,0,0,10/31/2015,1,3,Active
995,0,1,1,12/3/2015,1,2,In Porgress
996,1,1,0,11/11/2015,1,3,Active
997,1,1,0,11/3/2015,0,2,In Porgress
998,1,1,0,11/24/2015,0,1,Not Started
999,1,0,1,11/6/2015,0,3,Active
1000,0,1,1,11/15/2015,0,3,Active
1001,0,0,0,10/3/2015,0,1,Not Started
1002,1,0,1,10/14/2015,0,1,Not Started
1003,1,1,1,11/5/2015,1,3,Active
1004,0,1,0,10/8/2015,1,1,Not Started
1005,1,1,1,10/8/2015,0,1,Not Started
1006,0,0,1,10/26/2015,1,3,Active
1007,0,1,0,12/4/2015,1,1,Not Started
1008,1,0,0,11/25/2015,1,2,In Porgress
1009,1,1,0,12/28/2015,1,1,Not Started
1010,0,1,0,12/19/2015,1,2,In Porgress
1011,1,0,1,11/21/2015,1,3,Active
1012,1,1,0,12/24/2015,0,1,Not Started
1013,0,0,1,10/20/2015,0,2,In Porgress
1014,1,0,0,12/9/2015,0,1,Not Started
1015,0,1,1,12/24/2015,0,3,Active
1016,0,0,1,12/30/2015,0,3,Active
1017,1,1,1,10/24/2015,0,1,Not Started
1018,0,1,1,12/15/2015,1,3,Active
1019,1,1,1,11/27/2015,0,2,In Porgress
1020,1,1,1,10/13/2015,1,1,Not Started
1021,1,1,1,10/23/2015,1,2,In Porgress
1022,1,0,0,10/14/2015,0,3,Active
1023,0,1,0,11/9/2015,1,3,Active
1024,0,0,1,11/26/2015,1,1,Not Started
1025,1,1,1,11/26/2015,0,2,In Porgress
1026,1,1,0,11/28/2015,1,2,In Porgress
1027,1,1,0,11/7/2015,1,1,Not Started
1028,0,0,0,11/30/2015,0,2,In Porgress
1029,0,1,0,10/22/2015,1,2,In Porgress
1030,0,0,1,11/14/2015,1,2,In Porgress
1031,1,0,1,11/15/2015,0,1,Not Started
1032,1,0,1,10/31/2015,1,3,Active
1033,0,0,0,11/27/2015,1,1,Not Started
1034,0,0,0,10/8/2015,1,3,Active
1035,0,1,0,11/24/2015,0,3,Active
1036,0,1,0,10/21/2015,0,2,In Porgress
1037,0,0,1,10/18/2015,0,1,Not Started
1038,0,1,0,12/15/2015,0,2,In Porgress
1039,1,1,0,10/5/2015,0,3,Active
1040,0,0,0,11/11/2015,1,2,In Porgress
1041,0,1,1,11/10/2015,1,3,Active
1042,1,1,1,10/15/2015,0,2,In Porgress
1043,0,1,1,12/4/2015,0,2,In Porgress
1044,0,0,1,12/4/2015,0,2,In Porgress
1045,1,0,1,11/2/2015,0,2,In Porgress
1046,1,0,1,11/24/2015,0,3,Active
1047,0,1,0,12/28/2015,0,2,In Porgress
1048,1,0,0,12/19/2015,1,3,Active
1049,1,0,0,11/23/2015,1,1,Not Started
1050,0,1,0,10/18/2015,0,2,In Porgress
1051,0,0,1,10/12/2015,0,1,Not Started
1052,1,0,0,10/14/2015,1,3,Active
1053,0,1,1,11/17/2015,0,3,Active
1054,0,0,0,11/8/2015,1,2,In Porgress
1055,1,0,0,10/16/2015,0,1,Not Started
1056,0,1,0,11/26/2015,1,3,Active
1057,0,0,0,11/5/2015,1,1,Not Started
1058,0,1,1,11/11/2015,0,2,In Porgress
1059,0,0,1,12/17/2015,0,2,In Porgress
1060,0,1,0,11/29/2015,1,2,In Porgress
1061,0,1,0,10/3/2015,0,2,In Porgress
1062,0,1,0,10/1/2015,0,2,In Porgress
1063,0,1,0,11/4/2015,1,1,Not Started
1064,1,1,0,12/30/2015,1,3,Active
1065,0,0,0,11/30/2015,0,2,In Porgress
1066,0,1,1,12/30/2015,0,2,In Porgress
1067,0,0,0,11/2/2015,0,1,Not Started
1068,0,1,0,10/22/2015,1,1,Not Started
1069,1,0,0,12/31/2015,1,2,In Porgress
1070,1,1,1,10/13/2015,1,3,Active
1071,1,1,0,12/1/2015,0,3,Active
1072,0,0,0,10/20/2015,0,2,In Porgress
1073,0,1,1,12/10/2015,1,2,In Porgress
1074,1,1,1,12/4/2015,1,1,Not Started
1075,0,0,1,11/9/2015,1,3,Active
1076,0,1,1,11/27/2015,1,3,Active
1077,0,0,1,11/19/2015,1,1,Not Started
1078,0,0,0,12/2/2015,0,3,Active
1079,1,0,1,12/7/2015,0,2,In Porgress
1080,0,1,1,11/26/2015,0,1,Not Started
1081,0,0,1,11/22/2015,0,1,Not Started
1082,1,1,0,10/2/2015,1,1,Not Started
1083,1,0,1,12/23/2015,1,3,Active
1084,0,1,1,11/16/2015,1,2,In Porgress
1085,0,1,1,11/20/2015,1,2,In Porgress
1086,0,0,0,12/6/2015,0,1,Not Started
1087,1,0,1,12/2/2015,1,2,In Porgress
1088,1,1,1,12/20/2015,1,2,In Porgress
1089,0,1,0,12/10/2015,1,1,Not Started
1090,1,1,0,10/3/2015,0,2,In Porgress
1091,0,1,1,11/30/2015,1,3,Active
1092,1,1,1,12/1/2015,1,3,Active
1093,0,0,0,11/4/2015,0,3,Active
1094,0,0,0,11/11/2015,1,2,In Porgress
1095,1,1,1,12/27/2015,0,2,In Porgress
1096,0,0,1,12/3/2015,0,3,Active
1097,0,0,1,11/20/2015,1,2,In Porgress
1098,0,0,1,10/30/2015,0,1,Not Started
1099,0,0,1,11/18/2015,0,1,Not Started
1100,0,1,1,12/17/2015,0,2,In Porgress
1101,1,0,1,10/29/2015,1,1,Not Started
1102,0,1,0,12/5/2015,0,3,Active
1103,1,0,1,10/3/2015,0,3,Active
1104,1,1,1,12/23/2015,0,1,Not Started
1105,1,0,0,12/4/2015,0,2,In Porgress
1106,1,1,0,12/15/2015,0,3,Active
1107,1,1,1,12/17/2015,0,3,Active
1108,1,1,0,12/18/2015,0,1,Not Started
1109,0,1,1,12/21/2015,1,2,In Porgress
1110,1,0,0,11/6/2015,0,2,In Porgress
1111,0,0,1,12/22/2015,1,1,Not Started
1112,0,0,0,10/8/2015,0,3,Active
1113,1,1,0,12/7/2015,0,3,Active
1114,0,0,0,11/22/2015,1,3,Active
1115,1,1,0,10/23/2015,1,1,Not Started
1116,1,1,0,10/28/2015,1,1,Not Started
1117,1,0,1,10/16/2015,1,3,Active
1118,1,1,1,10/24/2015,1,2,In Porgress
1119,0,1,0,12/23/2015,1,3,Active
1120,1,1,1,10/31/2015,0,3,Active
1121,1,0,1,10/7/2015,0,2,In Porgress
1122,1,1,1,10/14/2015,1,3,Active
1123,0,1,1,10/22/2015,0,1,Not Started
1124,0,0,1,10/2/2015,0,1,Not Started
1125,1,0,1,12/3/2015,1,3,Active
1126,1,1,0,11/13/2015,0,3,Active
1127,1,0,1,11/13/2015,0,3,Active
1128,1,0,1,12/14/2015,0,1,Not Started
1129,1,0,1,10/11/2015,0,2,In Porgress
1130,1,1,1,11/4/2015,1,3,Active
1131,0,1,0,10/10/2015,1,2,In Porgress
1132,1,0,0,12/12/2015,0,2,In Porgress
1133,1,0,1,11/13/2015,1,1,Not Started
1134,1,1,0,11/19/2015,0,2,In Porgress
1135,1,1,0,12/16/2015,1,1,Not Started
1136,0,1,0,12/23/2015,1,2,In Porgress
1137,1,1,1,12/10/2015,1,3,Active
1138,0,0,1,12/18/2015,0,1,Not Started
1139,1,1,1,10/9/2015,1,2,In Porgress
1140,1,1,0,11/25/2015,1,3,Active
1141,0,1,0,11/5/2015,1,2,In Porgress
1142,1,0,1,11/15/2015,1,2,In Porgress
1143,0,1,0,10/21/2015,1,3,Active
1144,0,1,1,11/4/2015,1,2,In Porgress
1145,0,1,0,10/15/2015,0,3,Active
1146,0,1,1,11/19/2015,1,1,Not Started
1147,1,0,1,12/2/2015,1,3,Active
1148,1,0,0,12/9/2015,0,3,Active
1149,0,1,0,10/20/2015,1,2,In Porgress
1150,0,0,0,12/8/2015,1,3,Active
1151,0,0,0,11/27/2015,1,1,Not Started
1152,0,0,1,11/27/2015,1,3,Active
1153,1,0,1,11/23/2015,0,3,Active
1154,0,1,1,12/14/2015,1,1,Not Started
1155,0,0,1,10/8/2015,1,3,Active
1156,1,0,0,10/13/2015,0,3,Active
1157,0,1,1,10/28/2015,1,3,Active
1158,1,1,0,10/15/2015,1,3,Active
1159,0,0,0,10/30/2015,1,2,In Porgress
1160,0,1,0,11/29/2015,0,1,Not Started
1161,1,0,1,12/12/2015,0,1,Not Started
1162,0,0,1,11/15/2015,1,3,Active
1163,0,0,0,10/29/2015,1,3,Active
1164,1,1,1,10/1/2015,0,2,In Porgress
1165,1,0,0,10/5/2015,1,2,In Porgress
1166,0,1,1,11/17/2015,1,2,In Porgress
1167,1,1,1,12/10/2015,1,3,Active
1168,1,0,1,11/15/2015,0,1,Not Started
1169,1,1,0,12/13/2015,1,2,In Porgress
1170,1,0,1,12/13/2015,0,3,Active
1171,1,1,0,10/4/2015,0,2,In Porgress
1172,1,1,1,10/22/2015,1,3,Active
1173,0,1,0,11/8/2015,1,2,In Porgress
